,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,%error,total
22,0.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,0.0,1.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,8.0,0.0,1316.0,67.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,29.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,427.0,89.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0,1.0,26.0,4.0,4.0,0.0,38.04143126177024,2124.0
23,1.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,177.0,0.0,0.0,14.0,1.0,37.0,975.0,1.0,0.0,1.0,2.0,1.0,0.0,29.0,9.0,110.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,4.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,8.0,73.0,3.0,0.0,0.0,39.516129032258064,1612.0
24,1163.0,0.0,4.0,1.0,4.0,2.0,14.0,1.0,7.0,2.0,9.0,23.0,19.0,49.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2209.0,16.0,35.0,6.0,4.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,83.0,5.0,12.0,4.0,27.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,231.0,27.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,44.95389982556691,4013.0
25,1.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,22.0,5.0,7.0,3.0,6.0,0.0,1.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1128.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,1.0,37.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,33.33333333333333,1692.0
26,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27972027972028,143.0
27,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,9.0,5.0,0.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,447.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,0.0,50.0,0.0,0.0,6.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,32.78195488721805,665.0
28,2.0,2.0,23.0,118.0,0.0,571.0,3.0,0.0,15.0,4.0,0.0,0.0,3.0,5.0,1.0,3.0,15.0,0.0,10.0,37.0,0.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,2489.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,3.0,1.0,10.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,307.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,32.12435233160622,3667.0
29,0.0,0.0,0.0,1.0,1.0,9.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1334.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,176.0,0.0,0.0,0.0,0.0,1.0,0.0,18.55921855921856,1638.0
30,12.0,0.0,3.0,0.0,106.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,14.0,0.0,11.0,3.0,0.0,2.0,21.0,3.0,0.0,4.0,1.0,0.0,0.0,1606.0,80.0,25.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,359.0,45.0,6.0,0.0,3.0,0.0,32.69069572506287,2386.0
31,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,495.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,316.0,2.0,16.0,19.0,0.0,47.39638682252922,941.0
32,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,562.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,285.0,2.0,2.0,0.0,41.458333333333336,960.0
33,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,2.0,42.63565891472868,258.0
34,0.0,2.0,0.0,0.0,16.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,11.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,105.0,0.0,39.69298245614035,456.0
35,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,68.05555555555556,72.0
36,12.0,0.0,68.0,3.0,52.0,0.0,1.0,1.0,3.0,19.0,25.0,1.0,9.0,0.0,1.0,1.0,17.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,15.0,0.0,72.0,40.0,2.0,0.0,108.0,0.0,1.0,0.0,0.0,1.0,1115.0,0.0,8.0,23.0,49.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,4.0,28.0,3.0,0.0,27.0,6.0,4.0,2.0,60.0,0.0,1.0,3.0,0.0,3.0,39.10431458219552,1831.0
37,3.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,3.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,3.0,1.0,0.0,2.0,16.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.20367278797997,599.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
39,7.0,3.0,20.0,6.0,19.0,2.0,6.0,0.0,11.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,78.0,0.0,7.0,0.0,10.0,4.0,0.0,0.0,0.0,12.0,0.0,23.0,7.0,1.0,2.0,2.0,0.0,15.0,15.0,1.0,1506.0,4.0,1.0,0.0,11.0,7.0,65.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,2.0,1.0,1.0,2.0,1.0,20.021242697822622,1883.0
40,15.0,0.0,6.0,3.0,6.0,15.0,7.0,0.0,35.0,1.0,1.0,38.0,325.0,0.0,253.0,9.0,7.0,1.0,1.0,0.0,22.0,2.0,1.0,3.0,27.0,0.0,2.0,134.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,21.0,2.0,101.0,2.0,3835.0,4.0,2.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,3.0,3.0,1.0,11.0,1.0,83.0,0.0,0.0,1.0,0.0,0.0,14.0,23.742294690793397,5029.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0
42,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.368421052631575,19.0
43,2.0,6.0,9.0,1.0,11.0,0.0,17.0,0.0,2.0,0.0,43.0,0.0,0.0,9.0,0.0,1.0,1.0,7.0,2.0,0.0,12.0,4.0,2.0,14.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,2.0,63.0,0.0,7.0,2.0,3.0,0.0,1192.0,4.0,3.0,54.0,4.0,0.0,22.0,0.0,1.0,0.0,8.0,1.0,28.0,2.0,0.0,0.0,8.0,0.0,0.0,23.93107849393746,1567.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
45,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.19806763285024,207.0
46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,41.46341463414634,205.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,3.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
49,19.0,0.0,1.0,2.0,3.0,1.0,0.0,10.0,0.0,0.0,49.0,2.0,2.0,11.0,0.0,1.0,0.0,20.0,1.0,0.0,5.0,0.0,46.0,15.0,4.0,2.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,26.0,0.0,0.0,2.0,0.0,9.0,1508.0,2.0,3.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.4079822616408,1804.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
